Crop,Soil_Type,Nitrogen,Phosphorus,Potassium,Fertilizer,NPK_Ratio,Reason,Application
Sugarcane,Loamy,132,18,106,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Loamy,187,15,147,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Loamy,94,66,122,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Loamy,119,58,134,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Loamy,93,32,108,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Loamy,157,60,124,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Loamy,98,63,39,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Loamy,115,12,64,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Loamy,87,36,111,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Loamy,91,40,53,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Loamy,88,26,33,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Loamy,125,54,102,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Loamy,103,35,132,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Sugarcane,Clay,111,42,27,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Clay,83,35,74,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Clay,121,45,100,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Clay,150,63,114,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Clay,180,13,48,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Clay,31,52,137,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Sugarcane,Clay,68,70,31,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Clay,177,34,36,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Clay,106,28,59,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Clay,78,62,91,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Clay,79,50,114,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Clay,72,38,39,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Clay,58,54,46,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Clay,112,56,37,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Clay,119,28,145,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Sugarcane,Clay,106,62,93,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Clay,36,51,143,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Sugarcane,Clay,124,63,135,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Clay,65,25,100,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Clay,94,64,137,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Clay,85,26,122,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Clay,73,63,77,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Clay,135,18,102,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Clay,101,48,45,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Clay,146,66,51,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Silt,45,13,104,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Silt,125,46,53,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Silt,91,49,86,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Silt,185,20,111,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Silt,93,38,114,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Silt,139,74,40,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Sugarcane,Silt,46,57,96,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Sugarcane,Silt,73,17,34,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,170,24,64,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Silt,65,34,32,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,111,16,124,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Silt,66,46,134,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Sugarcane,Silt,132,45,64,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Silt,82,54,149,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Sugarcane,Silt,134,47,116,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,103,15,94,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Silt,180,23,110,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Silt,61,45,36,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Silt,100,59,67,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Silt,134,62,140,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,66,37,43,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,186,70,92,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,162,44,102,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Silt,44,59,40,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Silt,160,61,113,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Black,35,31,57,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Black,86,17,142,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Black,117,31,74,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Black,100,49,88,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Black,174,43,149,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Black,164,25,141,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Sugarcane,Black,48,63,71,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Sugarcane,Black,168,66,125,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Sugarcane,Black,154,31,34,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Sugarcane,Black,93,22,111,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Sugarcane,Black,84,73,104,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
